Street,City,propertycard__detailvalue,quartos,banheiros,vagas,price
Vila Morse São Paulo,SP,160,3,4,2,770000
Avenida Doutor Cardoso de Melo,Vila Olímpia,200,2,1,2,2900000
Rua Orlando Chiodi,Vila Antônio dos Santos,150,3,2,1,420000
Rua Princesa Leopoldina,Alto da Lapa,150,3,2,4,1500000
Rua Geórgia,Brooklin Paulista,130,2,5,1,1700000
Rua Januário Miraglia,Vila Nova Conceição,180,3,1,4,2980000
Rua das Fiandeiras,Vila Olímpia,300,4,1,2,3900000
Rua Januário Cardoso,Vila Nova Conceição,550,2,4,2,15500000
Rua Buarque,Vila Inah,360,4,6,5,1900000
Itaim Bibi São Paulo,SP,328,2,3,2,3500000
Rua Dona Ana Helena de Salles Gusmão,Jardim Paulistano,363,4,6,4,5600000
Rua Vicente Pereira,Barro Branco (Zona Norte),600,6,7,6,3800000
Conjunto Residencial Vista Verde São Paulo,SP,120,3,2,2,585000
Rua General Euclides Figueiredo,Morumbi,550,4,7,3,13000
Rua Deodato Saraiva da Silva,Parque das Paineiras,300,3,2,1,550000
Rua Adelino Bertoli,Vila Dom Pedro II,274,4,3,2,600000
Rua Assungui,Vila Gumercindo,500,1,1,1,10000
Jardim Franca São Paulo,SP,150,3,5,8,2000000
Alto da Lapa São Paulo,SP,200,4,4,2,3800
Cidade Jardim São Paulo,SP,720,4,5,4,4700000
Rua Califórnia,Cidade Monções,117,3,3,1,4500
Rua Marabá Paulista,Vila Bancária Munhoz,115,2,2,1,400000
Rua Comendador Gabriel Calfat,Jardim Leonor,554,4,7,3,2350000
Rua Emboabas,Brooklin Paulista,400,6,4,6,1950000
Rua Curuzu,Alto da Lapa,216,3,5,3,2500000
Rua Doutor Manoel Maria Tourinho,Pacaembu,400,3,3,8,5995500
Jardim Paulistano São Paulo,SP,200,3,3,2,3280000
Avenida Indianópolis,Indianópolis,420,4,3,2,12000
Alto de Pinheiros São Paulo,SP,400,4,3,4,2111000
Rua Gaivota,Moema,360,4,6,3,4490000
Avenida Amarilis,Cidade Jardim,840,4,6,8,5797000
Jardim Guedala São Paulo,SP,290,3,4,4,1950000
Rua Banibás,Alto de Pinheiros,203,3,4,4,2800000
Morumbi São Paulo,SP,764,4,4,6,3500000
Rua Afonso José de Carvalho,Vila Madalena,300,2,1,2,1595000
Avenida IV Centenário,Jardim Luzitânia,675,8,6,9,9900000
Rua Rodrigues Seixas,Cidade Líder,50,2,1,1,200000
Rua Mário Whately,Alto da Lapa,200,3,1,3,1280000
Rua Senador Vergueiro,Santo Amaro,380,4,4,8,11000
Parque São Domingos São Paulo,SP,250,4,4,4,1150000
Rua Bernardino de Campos,Campo Belo,180,3,3,2,900000
Rua Cruzeiro,Barra Funda,70,2,2,2,460000
Rua Mauricina,Vila Romana,150,2,3,3,1280000
Jardim Leonor São Paulo,SP,506,4,5,6,3500000
Rua Guararapes,Brooklin Paulista,130,3,1,2,1100000
Rua Cerro Corá,Vila Romana,98,2,2,1,791000
Jardim Guedala São Paulo,SP,430,4,6,4,10800
Rua Igaratinga,Vila Santa Clara,80,2,2,2,490000
Rua Marco Aurélio,Vila Romana,270,3,2,1,950000
Rua Colorado,Vila Carioca,232,3,2,3,450000
Rua Itaperuna,Pacaembu,380,4,6,3,20000
Alameda dos Indígenas,Planalto Paulista,312,3,3,5,1900000
Rua Domingos Furtado Valadares,Jardim Consórcio,178,3,4,3,550000
Rua Joaquim Nabuco,Brooklin Paulista,200,3,1,4,1600000
Jardim Guedala São Paulo,SP,450,3,4,5,3100000
Alto da Lapa São Paulo,SP,420,4,5,6,1864500
Rua Constantino de Sousa,Campo Belo,480,6,7,5,7200000
Jardim Guedala São Paulo,SP,365,3,5,4,3300000
Jardim Luzitânia São Paulo,SP,460,3,4,3,5500000
Rua Primavera,Jardim Paulista,665,4,4,6,5500000
Rua Paulo Rafael,Vila Hebe,110,2,2,2,480000
Rua Wanderley,Perdizes,600,6,6,4,2300000
Rua Wanderley,Perdizes,600,6,6,4,2300000
Rua Álvaro Rodrigues,Vila Cordeiro,300,3,2,3,1276600
Rua Doutor João Batista de Lacerda,Quarta Parada,100,3,1,1,852000
Rua Jandiro Joaquim Pereira,Morumbi,436,4,5,4,1600000
Jardim Guedala São Paulo,SP,650,4,7,5,4500000
Rua Morais de Barros,Campo Belo,140,4,2,8,2020000
Rua General Lecor,Ipiranga,106,2,1,1,5000
Rua Antônio Pereira Mendes,Jardim Prudência,251,3,5,5,1450000
Avenida Ceci,Planalto Paulista,520,3,1,3,2226000
Rua Turiassu,Perdizes,300,8,4,1,2000000
Rua Itaperuna,Pacaembu,780,4,8,4,11990000
Rua Boquim,Vila Ida,235,3,4,6,2240000
Rua Barão de Loreto,Vila São José (Ipiranga),180,3,4,2,2000000
Vila Albertina São Paulo,SP,323,3,5,6,1270000
Rua Barão de São Gabriel,Bela Aliança,361,4,4,4,2500000
Alameda Álvaro de Morais,Planalto Paulista,208,3,1,5,1400000
Rua Visconde de Indaiatuba,Alto da Lapa,320,3,1,3,2128000
Rua Judith,Vila Madalena,146,3,3,1,1500000
Rua Lomas Valentinas,Alto da Lapa,300,4,4,4,3290000
Rua Luisiania,Brooklin Paulista,180,3,4,2,1180000
Jardim Guedala São Paulo,SP,449,4,5,5,3500000
Rua Rocinha,Bosque da Saúde,195,4,3,2,1800000
Rua Francisco de Paula Brito,Planalto Paulista,250,3,3,4,2190000
Rua Otávio Tarquínio de Souza,Campo Belo,300,4,3,3,3000000
Rua Barão do Triunfo,Brooklin Paulista,220,2,1,2,1914893
Rua Lourenço Marques,Vila Olímpia,82,3,2,1,1200000
Rua dos Macunis,Vila Madalena,240,3,1,5,1800000
Rua Francisco Gomes da Silva Prado,Bosque da Saúde,257,4,1,4,1100000
Rua Porangaba,Bosque da Saúde,200,4,1,4,1332000
Rua Potenji,Vila Mariana,280,3,2,2,1950000
Rua Murajuba,Alto de Pinheiros,439,4,1,3,4200000
Rua Califórnia,Cidade Monções,527,4,6,4,9396000
Rua Maestro Chiaffarelli,Jardim Paulista,260,3,1,4,3900000
Praça Doutor Silas Botelho,Sumaré,378,3,3,2,2000000
Rua Eunice Weaver,Jardim Anália Franco,150,3,2,3,1219000
Rua Mário,Vila Romana,212,2,1,2,1200000
Jardim Guedala São Paulo,SP,449,4,5,5,3500000
Avenida das Magnólias,Cidade Jardim,1574,4,5,4,28000
Rua Rocinha,Bosque da Saúde,195,4,3,2,1800000
Rua Caramuru,Saúde,200,4,1,3,1700000
Rua Francisco de Paula Brito,Planalto Paulista,250,3,3,4,2190000
Rua Otávio Tarquínio de Souza,Campo Belo,300,4,3,3,3000000
Rua Barão do Triunfo,Brooklin Paulista,220,2,1,2,1914893
Rua Lourenço Marques,Vila Olímpia,82,3,2,1,1200000
Rua dos Macunis,Vila Madalena,240,3,1,5,1800000
Rua Francisco Gomes da Silva Prado,Bosque da Saúde,257,4,1,4,1100000
Rua Porangaba,Bosque da Saúde,200,4,1,4,1332000
Rua Potenji,Vila Mariana,280,3,2,2,1950000
Rua Murajuba,Alto de Pinheiros,439,4,1,3,4200000
Rua Califórnia,Cidade Monções,527,4,6,4,9396000
Rua Maestro Chiaffarelli,Jardim Paulista,260,3,1,4,3900000
Praça Doutor Silas Botelho,Sumaré,378,3,3,2,2000000
Rua Eunice Weaver,Jardim Anália Franco,150,3,2,3,1219000
Rua Mário,Vila Romana,212,2,1,2,1200000
Rua Guaraiúva,Cidade Monções,300,4,1,4,2000000
Rua Capitão Garcindo,Pacaembu,280,3,3,2,2100000
Alameda dos Apetupás,Planalto Paulista,150,3,1,6,4200000
Rua Comendador Júlio Pereira Lopes,Jardim da Glória,380,4,3,5,1350000
Rua Abegoaria,Jardim das Bandeiras,350,4,3,4,2250000
Rua Camundo,Planalto Paulista,365,7,1,3,1915000
Rua Senador César Lacerda Vergueiro,Sumarezinho,248,4,1,5,3500000
Rua dos Americanos,Barra Funda,150,3,2,1,840000
Rua Coronel Irlandino Sandoval,Jardim Paulistano,390,4,1,5,5050000
Vila Matilde São Paulo,SP,153,4,2,2,690000
Rua Manuel Gaya,Vila Mazzei,113,3,4,2,660000
Jardim Santo Elias São Paulo,SP,250,3,3,2,700000
Rua Brás Lourenço,Vila Mariana,190,4,3,2,800000
Rua Diana,Perdizes,122,4,1,1,1000000
Rua Conselheiro Brotero,Barra Funda,170,3,2,2,745000
Rua Major Alberto Barbosa,Penha de França,125,3,2,2,550000
Rua Imbocuí,Vila Moreira,167,2,2,3,1000000
Vila Morumbi São Paulo,SP,952,4,5,15,30000
Rua Professor Nova Gomes,Vila Madalena,261,3,4,2,1691000
Rua Aleixo Jorge,Sumaré,150,4,1,2,1500000
Rua Heitor de Morais,Pacaembu,500,4,4,10,2300000
Rua Peixes,Jardim Vila Carrão,386,3,2,6,295000
Rua Dobrada,Casa Verde,306,4,1,4,1400000
Rua Comissário Gastão Moutinho,Morumbi,580,3,3,6,2300000
Chácara Japonesa São Paulo,SP,207,3,3,3,1590000
Rua Banibás,Alto de Pinheiros,396,4,5,4,3800000
Alto de Pinheiros São Paulo,SP,294,4,6,5,5950000
Rua Moacir Miguel da Silva,Jardim Bonfiglioli,150,3,3,3,900000
Rua Marechal Bitencourt,Jardim Paulista,967,4,5,8,25000000
Rua Francisco Dias Velho,Vila Cordeiro,200,3,3,2,1310000
Rua Dona Inácia Uchôa,Vila Mariana,154,3,2,2,850000
Penha de França São Paulo,SP,85,3,3,1,371000
Rua França,Jardim Europa,620,4,3,6,8980000
Brooklin Paulista São Paulo,SP,327,4,4,3,2900000
Rua Maestro Chiaffarelli,Jardim Paulista,450,3,3,4,4600000
Jardim Paulista São Paulo,SP,1060,5,3,4,30000000
Rua Décio Reis,Alto de Pinheiros,430,3,6,4,4800000
Avenida Diógenes Ribeiro de Lima,Alto de Pinheiros,509,5,8,6,5320000
Chácara Inglesa São Paulo,SP,236,3,3,1,1200000
City América São Paulo,SP,459,4,5,5,1900000
Pinheiros São Paulo,SP,130,1,2,1,1880000
Rua Jorge Tibiriçá,Vila Mariana,181,4,4,4,1990000
Rua Jarinu,Cidade Mãe do Céu,121,2,1,1,695000
Rua Geórgia,Brooklin Paulista,230,3,2,2,1500000
Vila Madalena São Paulo,SP,383,4,3,3,3180000
Rua Araioses,Sumarezinho,160,4,4,2,1915000
Rua Ajuricaba,Vila Romana,210,4,7,4,1890000
Rua Belmiro Schunk Zenha,Vila Cordeiro,127,2,1,2,692000
Rua Embaixador Raul Garcia,Bosque da Saúde,111,3,1,2,1100000
Rua Realengo,Vila Madalena,127,3,2,2,960000
Rua Sebastião Meira Barros,Parque Fernanda,138,3,2,4,430000
Rua Silveira Sampaio,Fazenda Morumbi,290,4,5,3,2500000
Rua Sócrates Abrahão,Parque Munhoz,145,3,3,2,768000
Avenida Mauro Marques da Silva,Vila Antônio,166,3,2,6,580000
Rua Luís Dib Zogaib,Morumbi,825,5,4,6,7000000
Rua Silva Prado,Alto de Pinheiros,365,5,3,4,3300000
Cidade Jardim São Paulo,SP,510,4,5,5,4700000
Ipiranga São Paulo,SP,218,3,6,2,980000
Jardim Guedala São Paulo,SP,470,4,6,4,3450000
Rua Maria Noschese,Jardim Novo Mundo,350,3,4,6,3100000
Morumbi São Paulo,SP,750,4,5,6,3500000
Rua Doutor José Augusto de Queiroz,Cidade Jardim,315,4,4,3,2850000
Rua Bahia,Higienópolis,460,6,5,8,5500000
Rua Ibitinga,Vila Bertioga,225,3,5,3,1650000
Santo Amaro São Paulo,SP,133,2,3,2,790000
Rua Januário Cardoso,Vila Nova Conceição,550,2,4,2,15500000
Rua Duarte Monis Barreto,Jardim dos Estados,600,5,7,6,4800000
Alto de Pinheiros São Paulo,SP,298,4,6,4,3200000
Jardim Everest São Paulo,SP,700,4,7,10,3000000
Alto de Pinheiros São Paulo,SP,400,4,3,3,5000000
Rua Modesto Tavares de Lima,Butantã,380,4,5,7,10000
Jardim Luzitânia São Paulo,SP,250,3,3,3,3400000
Rua Comendador Bichara Moherdauí,Jardim Leonor,600,3,7,4,4500000
Avenida Morumbi,Morumbi,480,4,5,6,2800000
Rua Nicolau Barreto,Vila Cordeiro,177,3,3,2,1500000
Rua Ícaro Sydow,Cidade Jardim,726,4,8,5,3000000
Rua General Pereira da Cunha,Retiro Morumbi,760,5,10,6,12000000
Rua Lázaro Sousa Martins,Água Branca,195,3,3,3,1300000
Rua Eliseu Visconti,Paineiras do Morumbi,780,4,6,3,22000
Rua Aecri,Vila Madalena,285,3,3,2,2700000
Rua Doutor Jesuíno de Abreu,Jardim Morumbi,285,3,5,3,1250000
Rua Manaus,Vila Bertioga,450,3,2,4,1600000
Vila Londrina São Paulo,SP,115,3,3,4,370000
Rua José de Freitas Guimarães,Pacaembu,710,4,6,5,45000
Jardim dos Estados São Paulo,SP,438,4,5,4,3200000
Rua Doutor João Neves Neto,Jardim Guedala,800,4,5,8,6500000
Jardim Guedala São Paulo,SP,441,4,7,5,3400000
Rua Panamá,Jardim América,660,3,5,6,40000
Rua Jequitai,Indianópolis,274,4,1,2,1350000
Avenida das Magnólias,Cidade Jardim,1915,4,8,25,25000000
Rua Nicolau Barreto,Vila Cordeiro,177,3,3,2,1500000
Rua Ícaro Sydow,Cidade Jardim,726,4,8,5,3000000
Rua General Pereira da Cunha,Retiro Morumbi,760,5,10,6,12000000
Rua Lázaro Sousa Martins,Água Branca,195,3,3,3,1300000
Rua Eliseu Visconti,Paineiras do Morumbi,780,4,6,3,22000
Rua Aecri,Vila Madalena,285,3,3,2,2700000
Rua Doutor Jesuíno de Abreu,Jardim Morumbi,285,3,5,3,1250000
Rua Manaus,Vila Bertioga,450,3,2,4,1600000
Vila Londrina São Paulo,SP,115,3,3,4,370000
Rua José de Freitas Guimarães,Pacaembu,710,4,6,5,45000
Jardim dos Estados São Paulo,SP,438,4,5,4,3200000
Rua Doutor João Neves Neto,Jardim Guedala,800,4,5,8,6500000
Jardim Guedala São Paulo,SP,441,4,7,5,3400000
Rua Panamá,Jardim América,660,3,5,6,40000
Rua Jequitai,Indianópolis,274,4,1,2,1350000
Avenida das Magnólias,Cidade Jardim,1915,4,8,25,25000000
Rua Araporé,Jardim Guedala,626,4,6,4,4200000
Rua Capote Valente,Pinheiros,180,3,3,2,2200000
Cidade Jardim São Paulo,SP,650,4,6,4,7000000
Rua Murupi,Alto de Pinheiros,700,5,7,4,6900000
Rua Sílvio Sacramento,Pinheiros,100,3,4,1,1120000
Rua Marcelo Mistrorigo,Jardim Leonor,450,5,6,4,6300000
Rua Moncorvo Filho,Butantã,372,4,3,4,2400000
Rua Marechal Deodoro,Santo Amaro,500,3,3,10,6000000
Rua Comandante Lira,Vila Inah,432,5,4,4,2500000
Rua Apinajés,Sumaré,343,5,6,4,1190000
Rua Doutor Queirós Guimarães,Jardim Guedala,441,3,5,5,3610000
Boaçava São Paulo,SP,440,3,6,4,4250000
Rua Aimberê,Perdizes,120,3,3,1,1180000
Rua Angatuba,Pacaembu,893,4,5,6,4600000
Rua Marques de Carvalho,Cidade Mãe do Céu,100,3,1,4,850000
Rua Gustavo Teixeira,Pacaembu,300,3,3,6,2700000
Vila Morse São Paulo,SP,110,3,3,2,550000
Rua Barão da Passagem,Bela Aliança,650,4,5,6,15000
Rua Panamá,Jardim América,950,4,4,6,26000000
Rua Boquim,Vila Ida,355,4,5,5,2990000
Rua Barão da Passagem,Bela Aliança,650,4,5,6,15000
Rua Panamá,Jardim América,950,4,4,6,26000000
Rua Boquim,Vila Ida,355,4,5,5,2990000
Rua Corgie Assad Abdalla,Vila Sônia,529,4,5,6,2000000
Rua Joazeiro,Sumaré,700,3,4,6,3600000
Rua Escócia,Jardim Europa,600,4,4,4,9000000
Rua Alabastro,Aclimação,129,3,2,3,960000
Rua Gaspar Moreira,Butantã,383,3,1,5,4600000
Vila Santa Maria São Paulo,SP,250,2,2,3,650000
Rua Jorge Tibiriçá,Vila Mariana,175,3,4,4,1650000
Rua Maestro Jordão Bernardino de Sene,Granja Julieta,323,3,2,6,2500000
Rua Hilário Magro Junior,Butantã,340,3,5,3,2700000
Jardim Leonor São Paulo,SP,684,5,9,8,4200000
Rua Doutor Luís Augusto de Queirós Aranha,Vila Madalena,136,3,2,2,1500000
Rua Carangola,Jardim Guedala,280,3,3,2,2300000
Rua Abegoaria,Jardim das Bandeiras,686,4,4,6,5800000
Rua Miranda Montenegro,Pinheiros,460,4,5,4,4800000
Avenida São Valério,Jardim Guedala,550,3,6,6,3750000
Alto de Pinheiros São Paulo,SP,253,4,5,4,4100000
Rua Antonina,Sumaré,248,3,4,3,2400000
Jardim Guedala São Paulo,SP,431,3,4,4,3300000
Rua Anunze,Boaçava,410,3,4,3,4300000
Rua Dom Macário,Saúde,110,2,3,2,600000
Rua Nicolau Jacob Filho,Perdizes,131,3,2,2,985000
Rua Décio Reis,Alto de Pinheiros,600,4,5,4,5500000
Jardim Luzitânia São Paulo,SP,300,3,4,3,5250000
Rua Aurélia,Vila Romana,117,4,1,2,790000
Rua José de Freitas Guimarães,Pacaembu,300,4,4,4,11000
Rua Magalhães de Araújo,Jardim Guedala,729,5,5,8,5500000
Rua Ernesto Nazaré,Alto de Pinheiros,540,4,6,4,5000000
Rua Senador Otávio Mangabeira,Jardim Morumbi,350,5,6,5,2050000
Avenida Piassanguaba,Planalto Paulista,560,6,4,6,2600000
Avenida Lineu de Paula Machado,Jardim Everest,500,4,4,6,3180000
Rua Janaúba,Jardim Panorama D'Oeste,400,5,4,4,4000000
Avenida das Magnólias,Cidade Jardim,550,4,5,4,5400000
Rua Puréus,Jardim Guedala,960,4,8,20,4800000
Rua Olegário Mariano,Jardim Guedala,670,4,6,8,8000000
Rua Dona Salwa Saigh Calfat,Vila Tramontano,660,4,7,6,2500000
Cidade São Mateus São Paulo,SP,230,4,2,7,380000
Rua Décio Reis,Alto de Pinheiros,430,4,6,4,5000000
Rua Enrico de Martino,Jardim Leonor,770,5,5,4,5000000
Rua Pacobá,Jardim Panorama,639,4,6,4,3500000
Rua Alemanha,Jardim Europa,300,3,5,4,7700000
Rua dos Tamanás,Vila Madalena,400,4,4,4,2950000
Rua Desembargador Ferreira França,Alto de Pinheiros,595,4,5,8,9000000
Avenida Miruna,Indianópolis,178,2,3,2,1890000
Paraíso São Paulo,SP,247,3,6,2,1500000
Rua das Açucenas,Cidade Jardim,483,4,4,4,5400000
Rua Engenheiro Sá Rocha,Vila Ida,580,4,5,5,4750000
Rua Professor Filadelfo Azevedo,Vila Nova Conceição,275,3,4,7,3600000
Rua Umburanas,Alto de Pinheiros,450,4,7,2,4200000
Alameda dos Guaiases,Indianópolis,790,5,5,7,4300000
Rua Fernão do Porto,Vila Progredior,180,3,3,4,1180000
Rua Los Ângeles,Cidade Monções,290,4,3,2,1300000
Tucuruvi São Paulo,SP,210,3,4,4,954000
Rua Inhambú,Vila Uberabinha,260,3,5,2,1930000
Rua Doutor Manuel Carlos de Figueiredo Ferraz,Jardim Morumbi,430,4,5,3,3500000
Rua Campo Verde,Jardim Europa,554,4,6,4,45000
Rua Cardoso de Almeida,Perdizes,350,4,5,5,2580000
Rua Conde D'Eu,Santo Amaro,500,4,4,6,4150000
Rua Mário Gonçalves de Oliveira,Fazenda Morumbi,650,4,5,8,15000
Alameda Tirió,Planalto Paulista,653,4,3,8,3390000
Rua Olegário Mariano,Jardim Guedala,542,3,5,6,3200000
Rua Alaor Bronzone,Jardim Casablanca,130,3,2,2,430000
Rua dos Limantos,Cidade Jardim,700,3,3,4,15000
Rua Guararapes,Lapa,426,3,5,7,6200000
Cidade Jardim São Paulo,SP,1057,5,7,7,26500000
Rua Endê,Vila Madalena,593,5,4,5,6400000
Rua Alves de Almeida,Chácara Belenzinho,114,2,1,1,380000
Rua dos Tamanás,Vila Madalena,300,3,4,4,3500000
Rua Guilherme Moura,Vila Madalena,339,5,4,4,3100000
Rua Doutor Acácio Nogueira,Pacaembu,500,3,5,6,3700000
Rua João Alexandre Rochadel,Brooklin Paulista,242,3,3,3,2250000
Jardim Leonor São Paulo,SP,349,3,4,6,3100000
Rua Canadá,Jardim América,675,4,5,6,27000000
Rua Gália,Jardim Everest,934,4,7,4,9000000
Rua José Cola Grossi,Jardim Leonor,300,4,4,4,1500000
Rua Magalhães de Araújo,Jardim Guedala,550,4,5,4,3600000
Rua Joaquim Nabuco,Brooklin Paulista,647,5,2,5,3400000
Rua Plínio Salgado,Jardim Peri Peri,260,4,6,2,1279000
Avenida Comendador Adibo Ares,Morumbi,772,4,6,8,4100000
Rua Flávio Queirós Morais,Pacaembu,454,3,5,5,2800000
Vila Bertioga São Paulo,SP,115,2,3,2,536000
Rua Urias de Figueiredo,Jardim Cordeiro,697,4,5,6,4800000
Rua Guararapes,Lapa,170,3,5,5,1880000
Avenida George Saville Dodd,Jardim Guedala,550,4,5,8,20000
Praça Renzo Pagliari,Cidade Jardim,1000,4,4,10,45000
Rua Albertina de Oliveira Godinho,Jardim Guedala,669,5,6,5,6300000
Rua Cardeal Cagliori,Alto de Pinheiros,399,3,5,8,16000
Jardim Paulista São Paulo,SP,380,3,3,5,6500000
Vila Cláudia São Paulo,SP,200,3,5,3,1485000
Alto de Pinheiros São Paulo,SP,397,4,3,4,3300000
Avenida Nossa Senhora da Assunção,Vila Butantã,140,3,2,2,850000
Butantã São Paulo,SP,480,3,4,5,2950000
Rua Aperca,Boaçava,610,3,3,5,3800000
Rua Desembargador Ferreira França,Alto de Pinheiros,454,4,5,6,8000000
Praça Coronel Bonfim de Andrade,Jardim Guedala,780,5,6,4,5000000
Alto de Pinheiros São Paulo,SP,418,4,5,3,4100000
Rua Professor Luciano Gualberto,Jardim Morumbi,1200,6,6,7,9000000
Vila Inah São Paulo,SP,180,3,6,3,800000
Rua Leonor Quadros,Vila Tramontano,900,4,3,4,9000000
Rua Desembargador Ulisses Dória,Jardim Sílvia (Zona Oeste),565,4,6,5,4300000
Rua Doutor João Dalmácio Azevedo,Cidade Jardim,1100,4,5,14,14000000
Rua Geórgia,Brooklin Paulista,280,2,4,3,1710000
Rua Silveira Sampaio,Fazenda Morumbi,1000,5,4,4,35000
Rua Almirante Soares Dutra,Morumbi,236,3,4,3,2900000
Rua Feliciano Maia,Jardim Paulista,452,5,5,8,35000
Rua Cardeal Cagliori,Alto de Pinheiros,550,4,5,8,3350000
Avenida George Saville Dodd,Jardim Guedala,550,4,5,8,20000
Praça Renzo Pagliari,Cidade Jardim,1000,4,4,10,45000
Rua Albertina de Oliveira Godinho,Jardim Guedala,669,5,6,5,6300000
Rua Cardeal Cagliori,Alto de Pinheiros,399,3,5,8,16000
Jardim Paulista São Paulo,SP,380,3,3,5,6500000
Vila Cláudia São Paulo,SP,200,3,5,3,1485000
Alto de Pinheiros São Paulo,SP,397,4,3,4,3300000
Avenida Nossa Senhora da Assunção,Vila Butantã,140,3,2,2,850000
Butantã São Paulo,SP,480,3,4,5,2950000
Rua Aperca,Boaçava,610,3,3,5,3800000
Rua Desembargador Ferreira França,Alto de Pinheiros,454,4,5,6,8000000
Praça Coronel Bonfim de Andrade,Jardim Guedala,780,5,6,4,5000000
Alto de Pinheiros São Paulo,SP,418,4,5,3,4100000
Rua Professor Luciano Gualberto,Jardim Morumbi,1200,6,6,7,9000000
Vila Inah São Paulo,SP,180,3,6,3,800000
Rua Leonor Quadros,Vila Tramontano,900,4,3,4,9000000
Rua Desembargador Ulisses Dória,Jardim Sílvia (Zona Oeste),565,4,6,5,4300000
Rua dos Tamanás,Vila Madalena,110,1,1,3,3950000
Rua Doutor João Dalmácio Azevedo,Cidade Jardim,1100,4,5,14,14000000
Rua Geórgia,Brooklin Paulista,280,2,4,3,1710000
Rua Silveira Sampaio,Fazenda Morumbi,1000,5,4,4,35000
Rua Almirante Soares Dutra,Morumbi,236,3,4,3,2900000
Rua Feliciano Maia,Jardim Paulista,452,5,5,8,35000
Rua Cardeal Cagliori,Alto de Pinheiros,550,4,5,8,3350000
Morumbi São Paulo,SP,377,5,5,6,1850000
Rua Aurélio Arrobas Martins,Interlagos,500,4,3,3,1900000
Rua Noruega,Jardim Europa,540,4,4,4,25000
Rua Galofre,Jardim Vila Mariana,300,3,5,2,3600000
Rua Miranda Guerra,Jardim Petrópolis,900,4,6,12,30000
Rua Umburanas,Alto de Pinheiros,370,4,5,4,4100000
Avenida das Magnólias,Cidade Jardim,482,4,6,6,2400000
Alto de Pinheiros São Paulo,SP,545,4,4,5,4100000
Rua Banibás,Alto de Pinheiros,665,3,8,6,5900000
Rua Alemanha,Jardim Europa,550,4,5,4,15000000
Rua Laboriosa,Vila Madalena,390,4,4,3,3200000
Jardim Cordeiro São Paulo,SP,587,4,7,6,3200000
Rua Aurelia Perez Alvarez,Jardim dos Estados,780,5,4,6,4800000
Viaduto Santa Generosa,Paraíso,401,4,1,4,4250000
Rua Feliciano Maia,Jardim Paulista,600,4,4,3,11000000
Rua Sampaio Viana,Paraíso,227,6,6,6,5900000
Jardim Guedala São Paulo,SP,680,4,2,4,4650000
Rua Tomé Portes,Brooklin Paulista,500,4,6,4,2500000
Rua Marechal,do,360,4,4,4,1800000
Rua Santa Cristina,Jardim Paulistano,210,2,1,1,3700000
Rua Polônia,Jardim Europa,667,5,4,3,10600000
Rua Aperca,Boaçava,944,6,7,8,7500000
Rua Eduardo,Vila Albertina,359,3,5,3,2700000
Rua Professor Luciano Gualberto,Jardim Morumbi,600,4,3,2,3500000
Rua dos Escultores,Boaçava,200,3,3,2,3000000
Rua Campos,Vila Inah,700,3,7,4,15000
Rua Doutor Manoel Maria Tourinho,Pacaembu,800,4,7,3,4500000
Rua Açaré,Alto de Pinheiros,215,3,3,3,2240000
Rua Comendador Bichara Moherdauí,Jardim Leonor,1000,3,4,4,5500000
Jardim Leonor São Paulo,SP,635,5,8,8,3800000
Viela Um,Jardim Peri,510,5,3,7,3200000
Rua Miralta,Alto de Pinheiros,534,4,5,4,5500000
Rua Stefan Marek Neuding,Jardim Sílvia (Zona Oeste),780,4,6,8,40000
Avenida Olavo Egídio de Souza Aranha,Parque Císper,180,2,3,8,450000
Rua General Fonseca Teles,Jardim Paulista,430,4,7,4,7500000
Rua Zequinha de Abreu,Pacaembu,415,4,2,6,2500000
Rua das Barcas,Jardim dos Estados,600,4,7,6,3300000
Rua Buarque,Vila Inah,500,5,6,6,3500000
Jardim Leonor São Paulo,SP,400,4,5,3,2800000
Rua Carlos Pedrell,Parque Ipê,250,3,3,2,636000
Rua Doutor Abelardo Vergueiro César,Vila Alexandria,580,6,4,5,10000
Rua Demóstenes,Campo Belo,253,3,3,4,1950000
Rua Doutor Queirós Guimarães,Jardim Guedala,680,5,6,4,35000
Rua Conselheiro Zacarias,Jardim Paulista,250,3,2,6,7000000
Rua Sílvio Portugal,Pacaembu,600,4,4,2,4500000
Rua Ceará,Consolação,420,4,7,5,20000
Rua Professor Luciano Gualberto,Jardim Morumbi,600,5,5,6,5900000
Rua Pacobá,Jardim Panorama,751,4,4,6,3500000
Rua Professor Tranquilli,Vila Mariana,60,1,1,1,2100
Rua Laura Vicuna,Vila Ida,404,4,5,3,3030000
Vila Madalena São Paulo,SP,431,6,5,3,3300000
Rua Bacopari,Boaçava,415,5,6,4,3800000
Rua Prudente Correia,Jardim Europa,900,4,8,12,30000000
Rua Grécia,Jardim Europa,358,3,5,3,4000000
Rua Grécia,Jardim Europa,334,3,4,3,6400000
Avenida Diógenes Ribeiro de Lima,Alto de Pinheiros,509,5,6,5,6500000
